Time,Round,PlayerGesture,OpponentGesture,Result,Total,Shape,Open,Score,Wins,Losses,Draws
2025-07-19 18:12:40,1,rock,rock,Draw,22.03,0.00,45.30,0,0,0,1
2025-07-19 18:12:52,2,scissors,scissors,Draw,,,,0,0,0,2
2025-07-19 18:13:04,3,rock,scissors,You Win!,22.02,0.00,44.82,3,1,0,2
2025-07-19 18:13:46,4,paper,rock,You Win!,34.85,7.06,100.00,6,2,0,2
2025-07-20 11:41:38,1,rock,rock,Draw,23.41,0.00,42.09,0,0,0,1
2025-07-20 11:55:26,1,rock,paper,You Lose!,23.82,0.00,40.15,-1,0,1,0,0,0.00
2025-07-20 11:56:00,2,rock,paper,You Lose!,16.61,0.00,58.78,-2,0,2,0,0,0.00
2025-07-20 11:56:10,3,paper,paper,Draw,30.84,1.50,100.00,-2,0,2,1,0,0.00
2025-07-20 11:56:19,4,paper,paper,Draw,30.75,1.10,100.00,-2,0,2,2,0,0.00
2025-07-20 11:56:28,5,scissors,rock,You Lose!,,,,-3,0,3,2,0,0.00
2025-07-20 11:56:36,6,rock,paper,You Lose!,23.10,0.00,42.25,-4,0,4,2,0,0.00
2025-07-20 11:56:46,7,paper,rock,You Win!,30.17,0.24,100.00,-1,1,4,2,0,0.00
2025-07-20 11:56:56,8,paper,scissors,You Lose!,30.41,0.57,100.00,-2,1,5,2,0,0.00
2025-07-20 11:57:05,9,rock,scissors,You Win!,21.69,0.00,45.77,1,2,5,2,0,0.00
2025-07-20 11:57:14,10,scissors,rock,You Lose!,,,,0,2,6,2,0,0.00
2025-07-20 11:57:23,11,paper,rock,You Win!,30.81,1.13,100.00,3,3,6,2,0,0.00
2025-07-20 11:57:34,12,paper,paper,Draw,30.68,0.97,100.00,3,3,6,3,0,0.00
2025-07-20 11:57:43,13,rock,rock,Draw,19.54,0.00,52.43,3,3,6,4,0,0.00
2025-07-20 11:57:51,14,paper,scissors,You Lose!,31.02,0.97,100.00,2,3,7,4,0,0.00
2025-07-20 11:58:00,15,rock,rock,Draw,25.42,0.00,36.40,2,3,7,5,0,0.00
2025-07-20 11:58:08,16,rock,paper,You Lose!,15.18,0.00,59.91,1,3,8,5,0,0.00
2025-07-20 11:58:17,17,paper,scissors,You Lose!,32.34,3.35,100.00,0,3,9,5,0,0.00
2025-07-20 11:58:28,18,paper,paper,Draw,34.94,7.16,100.00,0,3,9,6,0,0.00
2025-07-20 11:59:16,19,paper,paper,Draw,31.78,2.34,100.00,0,3,9,7,0,0.00
2025-07-20 11:59:25,20,rock,scissors,You Win!,21.46,0.00,45.01,3,4,9,7,0,0.00
2025-07-20 11:59:36,21,paper,rock,You Win!,30.74,1.06,100.00,6,5,9,7,0,0.00
2025-07-20 11:59:44,22,rock,scissors,You Win!,23.31,0.00,41.66,9,6,9,7,0,0.00
2025-07-20 11:59:53,23,paper,scissors,You Lose!,31.65,2.25,100.00,8,6,10,7,0,0.00
2025-07-20 12:00:02,24,rock,paper,You Lose!,22.62,0.00,43.95,7,6,11,7,0,0.00
2025-07-20 12:00:11,25,rock,rock,Draw,24.74,0.00,38.07,7,6,11,8,0,0.00
2025-07-20 12:00:19,26,paper,paper,Draw,34.05,6.07,100.00,7,6,11,9,0,0.00
2025-07-20 12:00:28,27,paper,rock,You Win!,35.37,7.73,100.00,10,7,11,9,0,0.00
2025-07-20 12:00:37,28,rock,rock,Draw,23.70,0.00,40.48,10,7,11,10,1,0.30
2025-07-20 12:00:50,29,paper,scissors,You Lose!,31.57,2.16,100.00,9,7,12,10,1,0.35
2025-07-20 12:00:59,30,rock,rock,Draw,22.92,0.00,42.08,9,7,12,11,1,0.35
2025-07-20 12:01:12,31,paper,scissors,You Lose!,32.71,4.14,100.00,8,7,13,11,1,0.40
2025-07-20 12:05:24,1,rock,rock,Draw,22.12,0.00,44.55,0,0,0,1,0,0.00
2025-07-20 12:05:33,2,paper,paper,Draw,33.43,4.40,100.00,0,0,0,2,0,0.00
2025-07-20 12:05:41,3,rock,rock,Draw,25.08,0.00,37.29,0,0,0,3,0,0.00
2025-07-20 12:05:50,4,scissors,paper,You Win!,,,,3,1,0,3,0,0.00
2025-07-20 12:05:59,5,rock,scissors,You Win!,30.07,0.16,100.00,6,2,0,3,0,0.00
2025-07-20 12:06:08,6,paper,scissors,You Lose!,31.24,1.71,100.00,5,2,1,3,0,0.00
2025-07-20 12:06:17,7,rock,scissors,You Win!,24.39,0.00,39.60,8,3,1,3,0,0.00
2025-07-20 12:06:25,8,paper,rock,You Win!,30.86,1.22,100.00,11,4,1,3,0,0.00
2025-07-20 12:06:34,9,rock,rock,Draw,24.62,0.00,38.16,11,4,1,4,1,0.30
2025-07-20 12:06:43,10,paper,scissors,You Lose!,31.12,1.60,100.00,10,4,2,4,1,0.35
2025-07-20 12:06:52,11,rock,paper,You Lose!,23.44,0.00,40.22,9,4,3,4,0,0.00
2025-07-20 12:07:01,12,paper,rock,You Win!,31.55,2.23,100.00,12,5,3,4,0,0.00
2025-07-20 12:07:10,13,rock,rock,Draw,24.27,0.00,39.34,12,5,3,5,1,0.30
2025-07-20 12:07:20,14,scissors,paper,You Win!,,,,15,6,3,5,1,0.30
2025-07-20 12:07:35,15,paper,rock,You Win!,30.41,0.63,100.00,18,7,3,5,1,0.30
2025-07-20 12:07:48,16,rock,rock,Draw,22.21,0.00,45.59,18,7,3,6,1,0.30
2025-07-20 12:07:57,17,rock,scissors,You Win!,20.64,0.00,48.44,21,8,3,6,1,0.30
2025-07-20 12:08:07,18,rock,paper,You Lose!,23.02,0.00,42.76,20,8,4,6,1,0.30
2025-07-20 12:08:17,19,paper,scissors,You Lose!,30.10,0.16,100.00,19,8,5,6,1,0.35
2025-07-20 12:16:16,1,paper,rock,You Win!,33.12,4.73,100.00,3,1,0,0,0,0.00,0,
2025-07-20 12:16:26,2,rock,rock,Draw,24.88,0.00,37.79,3,1,0,1,0,0.00,0,
2025-07-20 12:16:36,3,paper,scissors,You Lose!,33.23,4.66,100.00,2,1,1,1,0,0.00,0,
2025-07-20 12:16:46,4,rock,paper,You Lose!,25.41,0.00,37.01,1,1,2,1,0,0.00,0,
2025-07-20 12:22:37,1,rock,paper,You Lose!,24.07,0.00,39.83,-1,0,1,0,0,0.00,0,
2025-07-20 12:22:46,2,rock,scissors,You Win!,30.35,0.50,100.00,2,1,1,0,0,0.00,0,
2025-07-20 12:22:55,3,paper,scissors,You Lose!,30.53,0.76,100.00,1,1,2,0,0,0.00,0,
2025-07-20 12:23:04,4,scissors,paper,You Win!,,,,4,2,2,0,0,0.00,0,
2025-07-20 12:23:13,5,rock,scissors,You Win!,24.10,0.00,38.87,7,3,2,0,0,0.00,0,
2025-07-20 12:23:22,6,paper,rock,You Win!,30.27,0.34,100.00,10,4,2,0,1,0.30,0,
2025-07-20 12:23:31,7,rock,paper,You Lose!,23.59,0.00,42.42,9,4,3,0,0,0.00,0,
2025-07-20 12:23:40,8,paper,rock,You Win!,30.47,0.71,100.00,12,5,3,0,1,0.30,0,
2025-07-20 12:23:49,9,rock,paper,You Lose!,23.78,0.00,39.35,11,5,4,0,1,0.27,0,
2025-07-20 12:31:20,1,rock,rock,Draw,21.29,0.00,45.94,0,0,0,1,0,,0,
2025-07-20 12:31:29,2,paper,paper,Draw,31.41,1.98,100.00,0,0,0,2,0,,0,
2025-07-20 12:31:38,3,scissors,scissors,Draw,,,,0,0,0,3,0,,0,
2025-07-20 12:31:47,4,rock,paper,You Lose!,21.99,0.00,44.85,-1,0,1,3,0,,0,
2025-07-20 12:31:57,5,paper,rock,You Win!,30.33,0.48,100.00,2,1,1,3,0,,0,
2025-07-20 12:32:06,6,rock,scissors,You Win!,21.60,0.00,46.69,5,2,1,3,0,,0,
2025-07-20 12:32:15,7,paper,rock,You Win!,30.18,0.24,100.00,8,3,1,3,0,,0,
2025-07-20 12:32:24,8,scissors,paper,You Win!,,,,11,4,1,3,1,0.35,0,
2025-07-20 12:32:36,9,rock,paper,You Lose!,21.98,0.00,45.67,10,4,2,3,1,0.32,0,
2025-07-20 12:32:45,10,paper,rock,You Win!,30.81,1.16,100.00,13,5,2,3,1,0.37,0,
2025-07-20 12:32:54,11,rock,paper,You Lose!,23.16,0.00,42.01,12,5,3,3,1,0.34,0,
2025-07-20 12:33:06,12,scissors,paper,You Win!,,,,15,6,3,3,1,0.39,0,
2025-07-20 12:33:18,13,rock,paper,You Lose!,22.84,0.00,43.36,14,6,4,3,1,0.36,0,
2025-07-20 12:33:27,14,paper,rock,You Win!,30.09,0.12,100.00,17,7,4,3,1,0.41,0,
2025-07-20 13:54:41,1,rock,scissors,You Win!,7.97,0.00,78.92,3,1,0,0,0,,0,
2025-07-20 13:56:32,1,paper,rock,You Win!,34.79,8.02,100.00,3,1,0,0,0,,0,
2025-07-20 14:09:26,1,None,rock,No gesture!,,,,0,0,0,0,0,,0,
2025-07-20 14:09:50,2,rock,rock,Draw,15.05,0.00,62.13,0,0,0,1,0,,0,
2025-07-20 14:10:01,3,paper,paper,Draw,30.05,0.06,100.00,0,0,0,2,0,,0,
2025-07-20 14:10:13,4,rock,scissors,You Win!,12.51,0.00,69.97,3,1,0,2,0,,0,
